Hotel,Preço,Checkin,Checkout,Dist_centro,Dist_praia
Hôtel Albert 1er Paris Lafayette,1.05,2024-05-21,2024-05-22,2.6,None
Hôtel International Paris,989.0,2024-05-21,2024-05-22,2,None
Hôtel Léonard de Vinci II,775.0,2024-05-21,2024-05-22,4.3,None
Hotel Le Six,1.879,2024-05-21,2024-05-22,2.2,None
Five Boutique Hotel Paris Quartier Latin,955.0,2024-05-21,2024-05-22,2.1,None
Le Nest by Sweet Inn,1.167,2024-05-21,2024-05-22,3.5,None
Grand Hôtel Lévêque,1.865,2024-05-21,2024-05-22,3.3,None
Hotel Le Friedland,1.5,2024-05-21,2024-05-22,4,None
Hôtel Bonne Nouvelle,1.257,2024-05-21,2024-05-22,1.4,None
Paris Eiffel by YAYS,1.106,2024-05-21,2024-05-22,4.4,None
Hotel de L'Universite,1.735,2024-05-21,2024-05-22,1.6,None
Louisa Hotel Paris,1.222,2024-05-21,2024-05-22,4.8,None
Hôtel De l'Arcade,1.75,2024-05-21,2024-05-22,2.6,None
Hotel London,1.345,2024-05-21,2024-05-22,2,None
Apartments WS Tour Eiffel - Saint-Charles,945.0,2024-05-21,2024-05-22,5.1,None
Hotel France Albion,1.272,2024-05-21,2024-05-22,2.5,None
Hotel Whistler,1.245,2024-05-21,2024-05-22,2.5,None
Pavillon Faubourg Saint-Germain & Spa,2.889,2024-05-21,2024-05-22,1.5,None
Hôtel Bel Ami,2.32,2024-05-21,2024-05-22,1.4,None
Hotel Apolonia Paris Montmartre; Sure Hotel Collection by Best Western,930.0,2024-05-21,2024-05-22,3.9,None
Hotel de L'Empereur by Malone,1.828,2024-05-21,2024-05-22,3.1,None
Hôtel Fougère,2.339,2024-05-21,2024-05-22,1.3,None
Hotel Monterosa - Astotel,1.022,2024-05-21,2024-05-22,2.8,None
Le Patio Bastille,1.011,2024-05-21,2024-05-22,3,None
OKKO Hotels Paris Rosa Parks,989.0,2024-05-21,2024-05-22,4.7,None
Hotel Champerret Elysees,895.0,2024-05-21,2024-05-22,5.3,None
Libertel Austerlitz Jardin des Plantes,1.261,2024-05-21,2024-05-22,1.8,None
Hôtel Ambassadeur,770.0,2024-05-21,2024-05-22,4.3,None
Timhotel Opéra Blanche Fontaine,960.0,2024-05-21,2024-05-22,3.2,None
Suites & Hôtel Helzear Etoile,1.5,2024-05-21,2024-05-22,4.1,None
Hotel Panache,1.329,2024-05-21,2024-05-22,1.9,None
Urban Bivouac Hotel,1.072,2024-05-21,2024-05-22,3.5,None
Arc Elysées,1.235,2024-05-21,2024-05-22,3.9,None
Hôtel Baudelaire Opéra,1.311,2024-05-21,2024-05-22,1.7,None
Hôtel Lucien & Marinette,1.139,2024-05-21,2024-05-22,2.2,None
Hotel The Playce by Happyculture,889.0,2024-05-21,2024-05-22,3.6,None
Hôtel Le Marianne,2.173,2024-05-21,2024-05-22,3.7,None
Avalon Cosy Hotel Paris,1.072,2024-05-21,2024-05-22,2.7,None
Appia La Fayette,995.0,2024-05-21,2024-05-22,2.5,None
Hôtel Tourisme Avenue,1.611,2024-05-21,2024-05-22,4,None
Hotel Brady - Gare de l'Est,1.106,2024-05-21,2024-05-22,1.6,None
Super appartment at Paris,945.0,2024-05-21,2024-05-22,4.4,None
Charmant appartement AMELIE près de Montmartre - Le Fabuleux Destin,404.0,2024-05-21,2024-05-22,3.6,None
Hôtel Horset Opéra Best Western Premier Collection,1.9,2024-05-21,2024-05-22,1.9,None
Hotel des Bains,945.0,2024-05-21,2024-05-22,2.5,None
Hôtel Dress Code,1.927,2024-05-21,2024-05-22,2.3,None
Hôtel Amoi Paris,1.239,2024-05-21,2024-05-22,1.6,None
Hôtel Paris Gambetta,727.0,2024-05-21,2024-05-22,3.5,None
Hotel Chavanel,1.674,2024-05-21,2024-05-22,2.5,None
Montfleuri,1.489,2024-05-21,2024-05-22,4.9,None
Ibis Styles Paris Massena Olympiades,1.08,2024-05-21,2024-05-22,4,None
Rent a Room - Residence Caire Montorgueil,889.0,2024-05-21,2024-05-22,1.2,None
Hôtel des Arts Montmartre,1.598,2024-05-21,2024-05-22,3.5,None
Atlantic Hotel,1.306,2024-05-21,2024-05-22,3,None
Hotel Vacances Bleues Villa Modigliani,1.095,2024-05-21,2024-05-22,2.4,None
Hôtel des Pyrénées - Entre Bastille et Nation,833.0,2024-05-21,2024-05-22,2.6,None
Leonardo Boutique Hotel Paris Opera,1.595,2024-05-21,2024-05-22,1.8,None
Hotel Malte - Astotel,1.789,2024-05-21,2024-05-22,1.5,None
Hotel de Flore - Montmartre,1.106,2024-05-21,2024-05-22,3.9,None
Victoria Palace Hotel,2.384,2024-05-21,2024-05-22,2.3,None
Aparthotel Adagio Paris Bercy Village,1.139,2024-05-21,2024-05-22,3.8,None
Elysees Niel Hotel,1.028,2024-05-21,2024-05-22,4.8,None
Hotel Paris Louis Blanc,1.039,2024-05-21,2024-05-22,2.9,None
Ternes Cozy Studio,667.0,2024-05-21,2024-05-22,4.7,None
Hidden Hotel,1.523,2024-05-21,2024-05-22,4.9,None
Hôtel Joe M,1.2,2024-05-21,2024-05-22,1.9,None
Apostrophe Hôtel,1.148,2024-05-21,2024-05-22,2.2,None
Le Parisis - Paris Tour Eiffel,1.903,2024-05-21,2024-05-22,4.2,None
Hôtel Paris Bastille Boutet - MGallery,1.511,2024-05-21,2024-05-22,2.4,None
Babel Belleville,984.0,2024-05-21,2024-05-22,2.6,None
Hôtel Marais de Launay,1.134,2024-05-21,2024-05-22,1.3,None
Francois 1er,1.917,2024-05-21,2024-05-22,4.1,None
Hôtel Beaurepaire,865.0,2024-05-21,2024-05-22,1.7,None
Hôtel De Buci,2.035,2024-05-21,2024-05-22,1.1,None
Monsieur Cadet Hotel & Spa,1.745,2024-05-21,2024-05-22,2.1,None
Grand Hotel du Loiret,1.35,2024-05-21,2024-05-22,300 m do centro,None
Hotel Du Cadran,1.945,2024-05-21,2024-05-22,3.3,None
Acacias Etoile,1.395,2024-05-21,2024-05-22,5,None
La Chambre du Marais,1.761,2024-05-21,2024-05-22,1,None
Apartments WS Champs Elysées - Ponthieu,945.0,2024-05-21,2024-05-22,3.5,None
Apollinaire,1.211,2024-05-21,2024-05-22,2.5,None
HOTEL DU PRINTEMPS,1.072,2024-05-21,2024-05-22,2.7,None
Hotel Paix Republique,1.218,2024-05-21,2024-05-22,1.5,None
Apartments WS Champs-Elysées - Colomb,1.05,2024-05-21,2024-05-22,4.1,None
Hôtel Emile Le Marais,1.545,2024-05-21,2024-05-22,0.7,None
Mom'Art Hotel,1.32,2024-05-21,2024-05-22,3.1,None
Hôtel Cordelia Opéra-Madeleine,1.645,2024-05-21,2024-05-22,2.6,None
Hotel 10 Opéra by HappyCulture,1.445,2024-05-21,2024-05-22,2.1,None
Maison Albar - Le Diamond,1.889,2024-05-21,2024-05-22,2.9,None
Hôtel Perreyve - Jardin du Luxembourg,1.389,2024-05-21,2024-05-22,1.8,None
Hotel Opéra Marigny,1.667,2024-05-21,2024-05-22,2.6,None
Hôtel Villa Bohème,1.095,2024-05-21,2024-05-22,2.9,None
Hotel Relais Bosquet by Malone,2.078,2024-05-21,2024-05-22,3.4,None
Hotel Monceau Wagram,978.0,2024-05-21,2024-05-22,4.7,None
La Fantaisie,2.277,2024-05-21,2024-05-22,2.2,None
Charles V,1.917,2024-05-21,2024-05-22,0.8,None
Pavillon Monceau,961.0,2024-05-21,2024-05-22,4.5,None
Hotel Saint-Louis Pigalle,1.411,2024-05-21,2024-05-22,3.1,None
Hotel Maison FL,1.673,2024-05-21,2024-05-22,4.9,None
Hôtel des Pavillons,1.128,2024-05-21,2024-05-22,5,None
L'Ouest Hotel,1.195,2024-05-21,2024-05-22,2.9,None
Best Western Aramis Saint Germain,1.628,2024-05-21,2024-05-22,2.1,None
Hôtel Apollo Opéra,806.0,2024-05-21,2024-05-22,3.2,None
Source Hôtel,755.0,2024-05-21,2024-05-22,4.7,None
Apartments WS Tour Eiffel - Nicolo,945.0,2024-05-21,2024-05-22,5.3,None
Victoires Opera,1.489,2024-05-21,2024-05-22,1,None
Hotel Duette Paris,1.034,2024-05-21,2024-05-22,4.1,None
B Montmartre,1.684,2024-05-21,2024-05-22,3.5,None
Hôtel Pavillon Bastille,1.321,2024-05-21,2024-05-22,1.5,None
NH Paris Champs-Elysées,1.8,2024-05-21,2024-05-22,3.5,None
TRIBE Paris Batignolles,1.336,2024-05-21,2024-05-22,4.5,None
Hôtel Garance,1.14,2024-05-21,2024-05-22,2.1,None
Eiffel Petit Louvre,1.223,2024-05-21,2024-05-22,4.4,None
Hôtel Galileo Champs Elysées,1.6,2024-05-21,2024-05-22,4.2,None
Mercure Paris Gare De Lyon Opera Bastille,1.386,2024-05-21,2024-05-22,1.9,None
L'Adresse,1.0,2024-05-21,2024-05-22,5.4,None
Hôtel Mistral,1.145,2024-05-21,2024-05-22,3,None
Grand Hotel Du Calvados,1.045,2024-05-21,2024-05-22,2.9,None
Hotel Yllen Eiffel,1.605,2024-05-21,2024-05-22,3.6,None
My Home In Paris,1.306,2024-05-21,2024-05-22,1.5,None
Belfast,1.399,2024-05-21,2024-05-22,4.7,None
Huni Hôtel,806.0,2024-05-21,2024-05-22,3.3,None
The ReMIX Hotel,950.0,2024-05-21,2024-05-22,5.1,None
Hôtel Istria by Magna Arbor,1.106,2024-05-21,2024-05-22,2.4,None
Hôtel de l'Abbaye,2.423,2024-05-21,2024-05-22,1.7,None
Hotel d'Espagne,1.381,2024-05-21,2024-05-22,1.8,None
Holiday Inn Paris Montmartre an IHG Hotel,1.032,2024-05-21,2024-05-22,3.8,None
Royal Saint Germain,1.295,2024-05-21,2024-05-22,2.3,None
Alliance 3,632.0,2024-05-21,2024-05-22,4,None
Hôtel Le Relais des Halles,2.234,2024-05-21,2024-05-22,0.7,None
Hotel Royal Saint Honore Paris Louvre,2.332,2024-05-21,2024-05-22,1.9,None
Hôtel Atlantis,1.485,2024-05-21,2024-05-22,1.5,None
Hôtel Les Dames du Panthéon,2.025,2024-05-21,2024-05-22,1.3,None
Hôtel A La Villa des Artistes,1.528,2024-05-21,2024-05-22,2.2,None
Hôtel Le M,1.191,2024-05-21,2024-05-22,2.8,None
Hotel Audran,978.0,2024-05-21,2024-05-22,3.4,None
Hôtel Piapia,890.0,2024-05-21,2024-05-22,4.2,None
Hôtel de la Place du Louvre - Esprit de France,1.947,2024-05-21,2024-05-22,0.8,None
Hôtel Madison,2.662,2024-05-21,2024-05-22,1.3,None
Hôtel De Castiglione,1.389,2024-05-21,2024-05-22,2.7,None
Apartments WS Opéra - Vendôme,1.05,2024-05-21,2024-05-22,1.9,None
Trianon Gare de Lyon,1.422,2024-05-21,2024-05-22,2.4,None
Hotel Puy De Dôme,806.0,2024-05-21,2024-05-22,4.4,None
B&B HOTEL Paris Nord 18ème,783.0,2024-05-21,2024-05-22,5,None
Hotel de France Invalides,1.717,2024-05-21,2024-05-22,3.1,None
Hotel De Suede Saint Germain,1.665,2024-05-21,2024-05-22,2.4,None
Best Western Ronceray Opéra,1.284,2024-05-21,2024-05-22,1.8,None
Maison Barbès,1.008,2024-05-21,2024-05-22,3.1,None
Hotel B Square,966.0,2024-05-21,2024-05-22,3.7,None
Marceau Champs-Elysées,1.556,2024-05-21,2024-05-22,4.1,None
Central Hotel Paris,1.056,2024-05-21,2024-05-22,2.7,None
Hotel Astoria - Astotel,1.089,2024-05-21,2024-05-22,3.5,None
Hôtel Juliette,695.0,2024-05-21,2024-05-22,3.6,None
Novotel Suites Paris Montreuil Vincennes,924.0,2024-05-21,2024-05-22,4.7,None
Platine Hotel,1.375,2024-05-21,2024-05-22,5.1,None
Hôtel Mayet,1.322,2024-05-21,2024-05-22,2.6,None
Hôtel des Champs-Elysées,2.156,2024-05-21,2024-05-22,3.6,None
ibis Styles Paris Bercy,1.26,2024-05-21,2024-05-22,3,None
9Hotel Bastille-Lyon,1.334,2024-05-21,2024-05-22,1.8,None
Hotel de l'Aqueduc,950.0,2024-05-21,2024-05-22,2.9,None
Hotel Du Beaumont,995.0,2024-05-21,2024-05-22,3.3,None
Hotel Eiffel Capitol,1.411,2024-05-21,2024-05-22,4.4,None
Chatelet Flat,778.0,2024-05-21,2024-05-22,1.2,None
Hotel Les Théâtres,1.461,2024-05-21,2024-05-22,1.4,None
Hôtel Saint-André des Arts,1.86,2024-05-21,2024-05-22,1,None
La Tremoille Paris,1.945,2024-05-21,2024-05-22,3.7,None
Hôtel Des Batignolles,939.0,2024-05-21,2024-05-22,3.8,None
Seven Hotel,1.712,2024-05-21,2024-05-22,2,None
Timhotel Tour Eiffel,1.272,2024-05-21,2024-05-22,4.4,None
Hôtel Vaneau Saint Germain,1.717,2024-05-21,2024-05-22,2.4,None
Ciel de Paris,278.0,2024-05-21,2024-05-22,2.7,None
Boutique Hotel de la Place des Vosges,1.53,2024-05-21,2024-05-22,1,None
Hotel Viator - Gare de Lyon,1.25,2024-05-21,2024-05-22,1.9,None
Timhotel Paris Gare de Lyon,1.1,2024-05-21,2024-05-22,1.8,None
Hôtel De Fleurie,1.895,2024-05-21,2024-05-22,1.1,None
Hotel Le Placide Saint-Germain Des Prés,1.845,2024-05-21,2024-05-22,2.1,None
Hôtel LUX PICPUS,1.006,2024-05-21,2024-05-22,3.9,None
Residhome Paris Gare de Lyon - Jacqueline de Romilly,1.056,2024-05-21,2024-05-22,2.9,None
Hôtel Opera Lafayette,1.156,2024-05-21,2024-05-22,2.2,None
Chambiges Elysées,1.939,2024-05-21,2024-05-22,3.7,None
Hotel de Paris Montmartre,1.111,2024-05-21,2024-05-22,3.6,None
Waldorf Montparnasse,1.356,2024-05-21,2024-05-22,2.6,None
Hôtel Le Walt by Inwood Hotels,2.495,2024-05-21,2024-05-22,3.3,None
Hôtel Maxim Folies,1.384,2024-05-21,2024-05-22,2,None
Hôtel de Charonne,850.0,2024-05-21,2024-05-22,2.7,None
Hôtel Brighton - Esprit de France,2.876,2024-05-21,2024-05-22,1.9,None
Hôtel 15 Montparnasse,1.222,2024-05-21,2024-05-22,3,None
Auteuil Tour Eiffel,1.596,2024-05-21,2024-05-22,5.6,None
Paris Bastille,1.417,2024-05-21,2024-05-22,1.5,None
Hôtel Louvre Piemont,2.184,2024-05-21,2024-05-22,1.4,None
Hotel Splendor Elysées,1.05,2024-05-21,2024-05-22,4.4,None
Odalys City Paris XVII,845.0,2024-05-21,2024-05-22,5.3,None
Verlain,1.05,2024-05-21,2024-05-22,2.1,None
Hotel Clément,1.2,2024-05-21,2024-05-22,1.2,None
Hotel Villa Romantic & Spa,1.528,2024-05-21,2024-05-22,2.5,None
Best Western Bretagne Montparnasse,1.15,2024-05-21,2024-05-22,3.2,None
Hôtel Des Mines,1.719,2024-05-21,2024-05-22,1.8,None
Europe Hotel Paris Eiffel,1.461,2024-05-21,2024-05-22,4.1,None
Résidence Louvre - Bellan,1.314,2024-05-21,2024-05-22,1.2,None
Pavillon de Montmartre,860.0,2024-05-21,2024-05-22,3.4,None
Hipotel Paris Printania Maraichers,295.0,2024-05-21,2024-05-22,4.3,None
Le Petit Oberkampf Hotel & Spa,1.845,2024-05-21,2024-05-22,1.4,None
Victor Hugo Flat,778.0,2024-05-21,2024-05-22,5,None
Hôtel Elysées Flaubert,1.078,2024-05-21,2024-05-22,4.8,None
InterContinental Paris Le Grand an IHG Hotel,4.001,2024-05-21,2024-05-22,2.2,None
Les Cottages de Montmartre - Secret Courtyard,765.0,2024-05-21,2024-05-22,4,None
Opera Louvre Holiday Apartment,998.0,2024-05-21,2024-05-22,1.4,None
Hotel William's Opera,924.0,2024-05-21,2024-05-22,2.3,None
Balmoral Champs Elysées,1.592,2024-05-21,2024-05-22,4.7,None
Relais Bergson,813.0,2024-05-21,2024-05-22,3.1,None
Hôtel Eiffel Turenne,1.661,2024-05-21,2024-05-22,3.2,None
Citadines Tour Eiffel Paris,1.65,2024-05-21,2024-05-22,4,None
Regyn's Montmartre,895.0,2024-05-21,2024-05-22,3.3,None
Timhotel Le Louvre,1.545,2024-05-21,2024-05-22,1.1,None
Hôtel Le Cercle Tour Eiffel,1.828,2024-05-21,2024-05-22,3.4,None
Hôtel Vernet Champs Elysées Paris,2.971,2024-05-21,2024-05-22,4.3,None
Cosmotel Hotel,1.078,2024-05-21,2024-05-22,1.5,None
Hotel Montaigne,2.728,2024-05-21,2024-05-22,3.6,None
Hôtel Marais Hôme,1.25,2024-05-21,2024-05-22,1.4,None
Le Marceau Bastille,1.528,2024-05-21,2024-05-22,1.6,None
Pullman Paris Montparnasse,1.875,2024-05-21,2024-05-22,3.1,None
Hôtel l'Echiquier Opéra Paris - MGallery,1.984,2024-05-21,2024-05-22,1.7,None
Hotel Aulivia Opéra,1.05,2024-05-21,2024-05-22,1.8,None
Hotel George - Astotel,1.089,2024-05-21,2024-05-22,2.8,None
Hotel Belfort,911.0,2024-05-21,2024-05-22,2.4,None
Hôtel Baume,1.973,2024-05-21,2024-05-22,1.2,None
Maison Saintonge,1.595,2024-05-21,2024-05-22,1,None
Hôtel Le Marcel Paris Gare de l'Est,1.111,2024-05-21,2024-05-22,2.2,None
Mercure Paris Opera Grands Boulevards,1.4,2024-05-21,2024-05-22,1.9,None
Hotel Montalembert,2.626,2024-05-21,2024-05-22,1.7,None
Hôtel Maât Etoile,700.0,2024-05-21,2024-05-22,4.7,None
Hôtel des Ecrivains,1.222,2024-05-21,2024-05-22,2.6,None
Crowne Plaza Paris République an IHG Hotel,1.845,2024-05-21,2024-05-22,1.6,None
Hotel La Lanterne & Spa,2.073,2024-05-21,2024-05-22,0.9,None
Hotel Paris Italie,1.041,2024-05-21,2024-05-22,3,None
Helussi Hôtel,1.434,2024-05-21,2024-05-22,2.4,None
Hotel Nation Montmartre,1.069,2024-05-21,2024-05-22,3.1,None
Hôtel Le Colisée,1.528,2024-05-21,2024-05-22,3.6,None
Hôtel Artus,2.109,2024-05-21,2024-05-22,1.2,None
Hotel Glasgow Monceau by Patrick Hayat,856.0,2024-05-21,2024-05-22,4.5,None
Hôtel d'Orsay - Esprit de France,2.169,2024-05-21,2024-05-22,2.1,None
PLEY Hotel,1.716,2024-05-21,2024-05-22,4.1,None
Hôtel Regina Opéra Grands Boulevards,1.623,2024-05-21,2024-05-22,1.6,None
Hôtel Le 46,1.33,2024-05-21,2024-05-22,5.3,None
Hotel Massena,1.25,2024-05-21,2024-05-22,2.5,None
Résidence de Bourgogne,550.0,2024-05-21,2024-05-22,1.5,None
Hotel Monsieur Helder,1.25,2024-05-21,2024-05-22,2,None
Grand Hôtel de Clermont,778.0,2024-05-21,2024-05-22,3.3,None
Hôtel Da Vinci & Spa,1.934,2024-05-21,2024-05-22,1.4,None
Hôtel des Comédies,1.328,2024-05-21,2024-05-22,1.6,None
La Clef Louvre Paris by The Crest Collection,3.223,2024-05-21,2024-05-22,1.4,None
Maison Cassandre,1.345,2024-05-21,2024-05-22,3.6,None
Hotel Splendid,1.439,2024-05-21,2024-05-22,4.2,None
Le Grand Quartier,1.372,2024-05-21,2024-05-22,1.8,None
Hotel Beaugrenelle Tour Eiffel,1.584,2024-05-21,2024-05-22,4.5,None
Hôtel Maxim Opéra,1.272,2024-05-21,2024-05-22,2,None
Hôtel Montparnasse Saint Germain,1.272,2024-05-21,2024-05-22,2.6,None
Eiffel Villa Garibaldi,1.222,2024-05-21,2024-05-22,3.5,None
Hotel Best Western Anjou Lafayette,1.216,2024-05-21,2024-05-22,2.2,None
Mercure Paris Bastille Marais,1.441,2024-05-21,2024-05-22,2.1,None
Quartier Latin! 3 best Apartments in Paris With air conditioning,1.181,2024-05-21,2024-05-22,2.1,None
Hôtel Vinci Due & Spa,2.267,2024-05-21,2024-05-22,1.5,None
Hotel Ares Eiffel,1.695,2024-05-21,2024-05-22,4,None
Hôtel de Varenne,2.162,2024-05-21,2024-05-22,2.5,None
Le Rayz Vendome,1.995,2024-05-21,2024-05-22,2,None
Maison le Bac Paris Aparthotel,733.0,2024-05-21,2024-05-22,1.5,None
Hôtel Paris Nord,523.0,2024-05-21,2024-05-22,2.7,None
Best Western Hotel Opéra Drouot,1.436,2024-05-21,2024-05-22,1.9,None
Les Jardins De La Villa,1.346,2024-05-21,2024-05-22,5.4,None
Midnight Hotel Paris,1.106,2024-05-21,2024-05-22,2.3,None
Hôtel Cabane - Orso Hotels,1.188,2024-05-21,2024-05-22,3.6,None
La Finca Hôtel & Spa,1.145,2024-05-21,2024-05-22,1.5,None
Régence Etoile,1.617,2024-05-21,2024-05-22,4.8,None
Hôtel Edgar & Achille,1.439,2024-05-21,2024-05-22,1.3,None
ibis Paris Gare De L'Est TGV,1.396,2024-05-21,2024-05-22,2.2,None
Hôtel Du Mont Dore Batignolles,856.0,2024-05-21,2024-05-22,3.7,None
Dream Hôtel Opéra & Spa,1.439,2024-05-21,2024-05-22,2,None
La Planque Hotel,1.378,2024-05-21,2024-05-22,2.2,None
Apartments WS Opéra - Rossini,1.05,2024-05-21,2024-05-22,2,None
Timhotel Invalides Eiffel,1.45,2024-05-21,2024-05-22,3,None
Lenox Montparnasse,1.556,2024-05-21,2024-05-22,2.4,None
Citadines Bastille Gare de Lyon Paris,1.195,2024-05-21,2024-05-22,2.6,None
Hôtel Gustave,1.661,2024-05-21,2024-05-22,4.6,None
Hôtel du Sentier,2.395,2024-05-21,2024-05-22,1.3,None
Hôtel Royal Opéra,1.328,2024-05-21,2024-05-22,2.6,None
Hotel Archetype Etoile,1.262,2024-05-21,2024-05-22,5,None
Montparnasse Daguerre,1.195,2024-05-21,2024-05-22,3,None
Hôtel Beige,1.828,2024-05-21,2024-05-22,2.3,None
Hôtel Joséphine by Happyculture,1.167,2024-05-21,2024-05-22,3.2,None
FIAP Paris,1.16,2024-05-21,2024-05-22,3.1,None
L'Hôtel,2.362,2024-05-21,2024-05-22,1.2,None
Hôtel LOCOMO,1.372,2024-05-21,2024-05-22,1.9,None
Hotel Korner Eiffel,1.411,2024-05-21,2024-05-22,4.7,None
Mercure Paris 17 Batignolles,1.295,2024-05-21,2024-05-22,4.8,None
First Hotel Paris Tour Eiffel,1.505,2024-05-21,2024-05-22,3.7,None
Hôtel Le Milie Rose,1.503,2024-05-21,2024-05-22,1.9,None
Hôtel Aurore Paris Gare de Lyon,1.378,2024-05-21,2024-05-22,1.9,None
Hotel d'Angleterre,2.295,2024-05-21,2024-05-22,1.3,None
Le Méridien Etoile,1.661,2024-05-21,2024-05-22,5.5,None
Le Pavillon de la Reine & Spa,3.467,2024-05-21,2024-05-22,1.1,None
Hôtel Gaillon Opera,1.611,2024-05-21,2024-05-22,1.8,None
Hotel Terminus Montparnasse,1.222,2024-05-21,2024-05-22,2.5,None
Hôtel des Saints Pères - Esprit de France,2.174,2024-05-21,2024-05-22,1.6,None
Hôtel Bassano,1.828,2024-05-21,2024-05-22,4.2,None
Residhome Paris Rosa Parks,884.0,2024-05-21,2024-05-22,4.6,None
Aparthotel Adagio Paris Montmartre,1.328,2024-05-21,2024-05-22,3,None
La Perle,1.939,2024-05-21,2024-05-22,1.4,None
Garden-Elysée,1.917,2024-05-21,2024-05-22,4.8,None
Simon's Boutique Hôtel,891.0,2024-05-21,2024-05-22,3.8,None
Stella Etoile,1.389,2024-05-21,2024-05-22,4.8,None
Place Vendôme Luxe 60 SQM Bail mobilité,1.161,2024-05-21,2024-05-22,2.1,None
Hotel CIS Paris Maurice Ravel,987.0,2024-05-21,2024-05-22,4.7,None
Les Rives de Notre-Dame,2.5,2024-05-21,2024-05-22,0.6,None
Hôtel Orchidée,1.328,2024-05-21,2024-05-22,3.3,None
Serotel Suites Opera,1.3,2024-05-21,2024-05-22,2.2,None
Folkestone Opéra,1.545,2024-05-21,2024-05-22,2.6,None
1 Chambre Arena - La Chapelle,257.0,2024-05-21,2024-05-22,4.1,None
Maison Mère,1.545,2024-05-21,2024-05-22,2.3,None
Pavillon Opéra Grands Boulevards,1.035,2024-05-21,2024-05-22,1.9,None
Nice Apt In Nation !,708.0,2024-05-21,2024-05-22,2.8,None
Hotel Icône,1.639,2024-05-21,2024-05-22,1.8,None
Au Manoir Saint Germain,2.184,2024-05-21,2024-05-22,1.4,None
ibis Paris Nation Davout,995.0,2024-05-21,2024-05-22,4.3,None
Chouchou Hotel,2.647,2024-05-21,2024-05-22,2.1,None
Appart'City Collection Paris Gare de Lyon,1.5,2024-05-21,2024-05-22,2.9,None
9Hotel Opera,1.278,2024-05-21,2024-05-22,2.2,None
Villa Royale Montsouris,1.004,2024-05-21,2024-05-22,4,None
Libertel Canal Saint Martin,1.05,2024-05-21,2024-05-22,3.2,None
Color Design Hotel,1.056,2024-05-21,2024-05-22,2.3,None
Hôtel du Temps,1.111,2024-05-21,2024-05-22,2.2,None
Beauquartier - Butte aux cailles,910.0,2024-05-21,2024-05-22,3.1,None
Les Tournelles,1.806,2024-05-21,2024-05-22,1,None
Best Western Empire Elysees,1.656,2024-05-21,2024-05-22,4.7,None
Hotel Westminster,2.245,2024-05-21,2024-05-22,2,None
Hôtel Saint-Marc,2.232,2024-05-21,2024-05-22,1.9,None
Courcelles Médéric,994.0,2024-05-21,2024-05-22,4.4,None
Le 20 Prieuré Hôtel,1.167,2024-05-21,2024-05-22,1.6,None
Albert's Hotel,1.245,2024-05-21,2024-05-22,1.6,None
Hôtel La Tamise - Esprit de France,2.556,2024-05-21,2024-05-22,1.8,None
La Villa Haussmann,1.927,2024-05-21,2024-05-22,3.3,None
Hotel Etoile Saint Ferdinand by Happyculture,1.389,2024-05-21,2024-05-22,5.2,None
Handsome Hotel,1.785,2024-05-21,2024-05-22,0.6,None
Petit Madeleine Hôtel,1.728,2024-05-21,2024-05-22,3.1,None
Hôtel L'Interlude,1.206,2024-05-21,2024-05-22,4.4,None
Hotel De La Poste,431.0,2024-05-21,2024-05-22,3.8,None
Drawing Hotel,2.078,2024-05-21,2024-05-22,1.4,None
Apartments WS Hôtel de Ville - Le Marais,1.33,2024-05-21,2024-05-22,150 m do centro,None
Le Clos Medicis,1.716,2024-05-21,2024-05-22,1.2,None
My Maison In Paris - Louvre,1.774,2024-05-21,2024-05-22,1,None
Hôtel de Lille - Saint-Germain des Près,2.185,2024-05-21,2024-05-22,1.6,None
Hotel OFF Paris Seine,1.443,2024-05-21,2024-05-22,1.9,None
Hôtel Plaza Étoile,1.758,2024-05-21,2024-05-22,4.6,None
Hotel Plaza Elysées,2.112,2024-05-21,2024-05-22,3.9,None
Maison Urbaine,945.0,2024-05-21,2024-05-22,4.2,None
Hotel Astra Opera - Astotel,2.045,2024-05-21,2024-05-22,2.4,None
Hôtel Diva Opera,1.606,2024-05-21,2024-05-22,1.9,None
Hotel Berne Opera,1.15,2024-05-21,2024-05-22,3.5,None
Hôtel Opéra Liège,1.773,2024-05-21,2024-05-22,3.1,None
A la Pinte du Nord,400.0,2024-05-21,2024-05-22,2.6,None
Hotel Litteraire Le Swann BW Premier Collection,1.552,2024-05-21,2024-05-22,3.4,None
ibis Paris Bercy Village,1.431,2024-05-21,2024-05-22,3.7,None
Hotel Liberty,483.0,2024-05-21,2024-05-22,1.8,None
Apartments WS Louvre - Etienne Marcel,1.256,2024-05-21,2024-05-22,1.1,None
Hotel Paradiso,1.004,2024-05-21,2024-05-22,3.2,None
Apartments WS Saint-Lazare - Lafayette,1.05,2024-05-21,2024-05-22,2.5,None
Apartments WS Mouffetard - Panthéon,1.272,2024-05-21,2024-05-22,1.2,None
La Villa des Ternes,1.368,2024-05-21,2024-05-22,5.5,None
Hôtel Saint Martin Bastille,1.445,2024-05-21,2024-05-22,1.7,None
B&B HOTEL Paris 17 Batignolles,1.411,2024-05-21,2024-05-22,5.1,None
Hotel Les Bains Paris,2.339,2024-05-21,2024-05-22,0.8,None
Black Door,4.084,2024-05-21,2024-05-22,3.8,None
