Hotel,Preço,Checkin,Checkout,Dist_centro,Dist_praia
Athens Ikon,3.013,2024-05-21,2024-05-22,300 m do centro,None
Fresh Detailed Stylish Apartment at Acropolis,1.2,2024-05-21,2024-05-22,1.4,None
Neoclassical Residence,1.378,2024-05-21,2024-05-22,1.3,None
Danai home,422.0,2024-05-21,2024-05-22,2.1,None
Palmyra Beach Hotel,445.0,2024-05-21,2024-05-22,12.2,Beira-mar
Apollo & Artemis by Heloni Apartments,868.0,2024-05-21,2024-05-22,2.6,None
Art in Athens Suite,1.037,2024-05-21,2024-05-22,1,None
Acropolis Heart,1.2,2024-05-21,2024-05-22,0.9,None
Icon Suite,1.35,2024-05-21,2024-05-22,18.3,200
Enattica Monastiraki Living,596.0,2024-05-21,2024-05-22,0.5,None
WSD Luxury Bright 2BD Apt with Sea view Balcony,642.0,2024-05-21,2024-05-22,7.3,300
Best House Kolchidos Ampelokipoi Metro Athens,233.0,2024-05-21,2024-05-22,2.7,None
ADMETUS PSYRRI LOFT by K&K,1.058,2024-05-21,2024-05-22,0.9,None
Acropolis View Deluxe Penthouse & Luxury Apartments,3.401,2024-05-21,2024-05-22,1,None
Cozy Apartment In The Heart Of Athens,475.0,2024-05-21,2024-05-22,2.5,None
Ηeart of Athens Solonos str.,568.0,2024-05-21,2024-05-22,0.7,None
Marousi Luxury Apartment,695.0,2024-05-21,2024-05-22,7.7,None
Contemporary & Comfy Apt next to Acropolis Museum,1.178,2024-05-21,2024-05-22,0.9,None
Athens Luxury Rooms I,500.0,2024-05-21,2024-05-22,300 m do centro,None
Athenian Montaza Hotel,400.0,2024-05-21,2024-05-22,2.5,None
SMG Boutique Apartments,2.384,2024-05-21,2024-05-22,200 m do centro,None
Psiri gem from In Vivo Apartments- Spacious 1st floor Apartment with Balcony in Athens' historic center,717.0,2024-05-21,2024-05-22,1.1,None
Lovely APT w/heated Jacuzzi &full Acropolis view,713.0,2024-05-21,2024-05-22,0.9,None
Comfortable Apartment in Athens Kallithea,623.0,2024-05-21,2024-05-22,3.1,None
WSD Rich Apartment Hotel,513.0,2024-05-21,2024-05-22,10.1,3 km da praia
Lycabettus Quiet Renovated Apartment,733.0,2024-05-21,2024-05-22,1.5,None
Supreme Downtown Luxury Suites in Athens Riviera by The Olon,1.175,2024-05-21,2024-05-22,12.8,350
Spacious renovated flat in the Athens Riviera,934.0,2024-05-21,2024-05-22,6.5,450
Atlantic Hotel,306.0,2024-05-21,2024-05-22,5.7,2 km da praia
Acropolis Traditional House,1.292,2024-05-21,2024-05-22,1.4,None
Romantic Jacuzzi Apartment,1.145,2024-05-21,2024-05-22,1.6,None
House with yard Subway 5min walk,480.0,2024-05-21,2024-05-22,2.7,None
TRADITIONAL HOUSE,480.0,2024-05-21,2024-05-22,2.9,None
Omnia Pagrati Apartments,456.0,2024-05-21,2024-05-22,1.7,None
Acropolis Elegant Apartment,828.0,2024-05-21,2024-05-22,1.3,None
Acropolis View Penthouse,2.494,2024-05-21,2024-05-22,1.1,None
The pearl of Athens 1 km from the Acropolis,405.0,2024-05-21,2024-05-22,1.5,None
WINDSOR PLACE APARTMENT - VOULIAGMENI,708.0,2024-05-21,2024-05-22,17.5,1.000
Absolute Athens XI,1.007,2024-05-21,2024-05-22,1.6,None
Kallirrois 89 Suite,1.717,2024-05-21,2024-05-22,1.9,None
THIRAMENOUS RESIDENCE,3.091,2024-05-21,2024-05-22,1.3,None
2 BedRoom Apt - Live Like a Local in Kolonaki,892.0,2024-05-21,2024-05-22,1,None
Luxury Ipoga Two,209.0,2024-05-21,2024-05-22,2.8,None
Supreme Luxury Suites by Athens Stay,2.661,2024-05-21,2024-05-22,2.3,None
Central5 Boutique Apartments with Common Garden Next to Metro,392.0,2024-05-21,2024-05-22,2.5,None
ALTIUS LODGE by K&K,1.217,2024-05-21,2024-05-22,0.9,None
THE BEST HOUSE IN P.FALIRO NEAR THE SEA vipgreece,1.0,2024-05-21,2024-05-22,6.5,450
Acropolis Unique Residence,2.801,2024-05-21,2024-05-22,1,None
One 360 Skyline Athens Penthouses,5.976,2024-05-21,2024-05-22,6.2,None
3bdr Modern Design & Bright Interiors in Plaka,1.789,2024-05-21,2024-05-22,400 m do centro,None
Studio47,889.0,2024-05-21,2024-05-22,7.3,350
Aris123 by Smart Cozy Suites - Apartments in the heart of Athens - 5 minutes from metro - Available 24hr,311.0,2024-05-21,2024-05-22,2.3,None
ALDIS MANSION by K&K,1.391,2024-05-21,2024-05-22,0.6,None
Exis Hotel,250.0,2024-05-21,2024-05-22,3,None
Heart of Athens!! central nice rooftop flat,275.0,2024-05-21,2024-05-22,1.2,None
Blue Sky on the Sea Appartments,722.0,2024-05-21,2024-05-22,32.7,Beira-mar
Andriana' s apartment Agia Paraskevi,667.0,2024-05-21,2024-05-22,10.2,None
B&K Athens Stay- Chic apt near Acropolis (Avdi sq),250.0,2024-05-21,2024-05-22,1.4,None
Flisvos Seafront-Marina apartment,1.0,2024-05-21,2024-05-22,6.5,Beira-mar
Romantic Suite&GRANT Jacuzzi,896.0,2024-05-21,2024-05-22,1.4,None
ΚΑΛΙΝΟΒΟΥ 1 κΕΥΕΛΠΙΔΩΝ ΠΕΔΙΟΝ ΑΡΕΩΣ,210.0,2024-05-21,2024-05-22,2.4,None
Monastiraki Stylish Loft W/ Acropolis View/Bathtub,2.006,2024-05-21,2024-05-22,0.8,None
Acropolis Exclusive Apartment,2.045,2024-05-21,2024-05-22,1.3,None
Sunny Luxury LoftStunning Acropolis View Jacuzzi,2.626,2024-05-21,2024-05-22,0.8,None
Your studio Athens,248.0,2024-05-21,2024-05-22,1.2,None
Bugan-Villa,556.0,2024-05-21,2024-05-22,1,None
Urban Rooms,250.0,2024-05-21,2024-05-22,0.8,None
Athens PDC (Train Station),278.0,2024-05-21,2024-05-22,2.2,None
Central Hostel,125.0,2024-05-21,2024-05-22,350 m do centro,None
Monastiraki metro st studio for 2 persons,339.0,2024-05-21,2024-05-22,0.7,None
Socrates Hotel,417.0,2024-05-21,2024-05-22,2.1,None
PDCenter (Acropolis View),167.0,2024-05-21,2024-05-22,2.5,None
Furla Suites Athens,567.0,2024-05-21,2024-05-22,0.6,None
Vivo Apartments,367.0,2024-05-21,2024-05-22,7.4,None
Milos 513 Plaka - Monastiraki by SuperHost Hub,396.0,2024-05-21,2024-05-22,0.6,None
Real City Suites Syntagma,556.0,2024-05-21,2024-05-22,200 m do centro,None
Mar25 by Smart Cozy Suites - In the heart of Athens - 9 minutes from metro - Available 24hr,339.0,2024-05-21,2024-05-22,1.5,None
Filoxenia MG city center,311.0,2024-05-21,2024-05-22,1.8,None
Central Syndagma Studio,406.0,2024-05-21,2024-05-22,300 m do centro,None
AD Athens Luxury Rooms & Suites,1.089,2024-05-21,2024-05-22,0.9,None
507 Athens,750.0,2024-05-21,2024-05-22,2.1,None
Athenian Central Apartments,480.0,2024-05-21,2024-05-22,1.4,None
Athens centre chic,240.0,2024-05-21,2024-05-22,1.4,None
Coral Hotel Athens,695.0,2024-05-21,2024-05-22,6.8,Beira-mar
Athens Acropolis House,550.0,2024-05-21,2024-05-22,300 m do centro,None
Evita Asty,433.0,2024-05-21,2024-05-22,1.3,None
Maison 66 Riviera Hotels,488.0,2024-05-21,2024-05-22,8,Beira-mar
Mythodea Athens Suites,862.0,2024-05-21,2024-05-22,0.6,None
New Times Home&Suites,314.0,2024-05-21,2024-05-22,2.3,None
99 Adrianou Apartments,882.0,2024-05-21,2024-05-22,500 m do centro,None
Hotel Solomou Athens,267.0,2024-05-21,2024-05-22,1.4,None
Haris 302 Apartment,350.0,2024-05-21,2024-05-22,1.1,None
Ermou Downtown Suites by Aesthetic and Luxurious Living,534.0,2024-05-21,2024-05-22,0.5,None
Elite Hotel,246.0,2024-05-21,2024-05-22,1.1,None
KUKAKI ESTATE 1,405.0,2024-05-21,2024-05-22,1.2,None
Verde Apartments,517.0,2024-05-21,2024-05-22,8.8,None
Stylish Living-Ioli,500.0,2024-05-21,2024-05-22,300 m do centro,None
Kriel Suites by LIV Homes,390.0,2024-05-21,2024-05-22,3.3,None
Nefeli Hotel Alimos,390.0,2024-05-21,2024-05-22,7.5,100
Acropolian Spirit Boutique Hotel,1.353,2024-05-21,2024-05-22,0.9,None
Skylark Aluma Hotels & Resorts,800.0,2024-05-21,2024-05-22,1.2,None
Sofitel Athens Airport,2.389,2024-05-21,2024-05-22,19,None
Ariston Hotel,400.0,2024-05-21,2024-05-22,2.1,None
athens.apartotel.4,400.0,2024-05-21,2024-05-22,1,None
CityLiv Apartment by LobbySquare,256.0,2024-05-21,2024-05-22,1.4,None
Anixi Hotel by AP,500.0,2024-05-21,2024-05-22,19.7,None
Marble House,472.0,2024-05-21,2024-05-22,1.6,None
The Editor Hotel Athens,1.056,2024-05-21,2024-05-22,0.7,None
Maison7- Acropolis,570.0,2024-05-21,2024-05-22,1.1,None
Trikoupi 95 by ABR,400.0,2024-05-21,2024-05-22,1.2,None
Coco-mat Athens BC,1.519,2024-05-21,2024-05-22,1.1,None
AIONION RESIDENCES by K&K,681.0,2024-05-21,2024-05-22,1.4,None
Downtown Suites by Athens Tower Hotel,800.0,2024-05-21,2024-05-22,0.7,None
Hotel Giorgio,383.0,2024-05-21,2024-05-22,9.1,None
Hotel Adonis Athens,1.111,2024-05-21,2024-05-22,350 m do centro,None
City Life Athens Apartments,556.0,2024-05-21,2024-05-22,1.1,None
Agora Suites,850.0,2024-05-21,2024-05-22,0.8,None
ASTIKON Xenofontos Suites,905.0,2024-05-21,2024-05-22,150 m do centro,None
Athens Panorama Project,550.0,2024-05-21,2024-05-22,2.4,None
Grey Matter,250.0,2024-05-21,2024-05-22,0.9,None
CASA DIVINUS SUITES,800.0,2024-05-21,2024-05-22,0.9,None
Antonio's Guest House,89.0,2024-05-21,2024-05-22,2.3,Beira-mar
Academy Elegant Apartment #202,256.0,2024-05-21,2024-05-22,1.4,None
Athens center 2 persons flat next to metro st.,195.0,2024-05-21,2024-05-22,1.5,None
Athens Wooden Studio,401.0,2024-05-21,2024-05-22,1.6,None
Apartment close to the centre,311.0,2024-05-21,2024-05-22,1.6,None
WYZ Athens Apartments by UPSTREET,361.0,2024-05-21,2024-05-22,1.8,None
The HostMaster Hollywood Space Studio,317.0,2024-05-21,2024-05-22,1.7,None
Velvet,375.0,2024-05-21,2024-05-22,0.8,None
Mona Hause,200.0,2024-05-21,2024-05-22,2.1,None
IASON,306.0,2024-05-21,2024-05-22,2.5,None
Per56 by Smart Cozy Suites - Right next to the metro - Parking - Available 24hr,305.0,2024-05-21,2024-05-22,2.8,None
Benaki apartments,339.0,2024-05-21,2024-05-22,1,None
Shiny Filis for 2 vipgreece,194.0,2024-05-21,2024-05-22,2.7,None
Modern 2 BR apartment near Acropolis in the heart of the city - Explore Center by foot,322.0,2024-05-21,2024-05-22,2.1,None
Kolonaki Private Room,113.0,2024-05-21,2024-05-22,0.7,None
Cozy Athens Apartment / 2' from Metro Station,295.0,2024-05-21,2024-05-22,2.2,None
Athens Oasis,261.0,2024-05-21,2024-05-22,1.7,None
Hotel Platon,250.0,2024-05-21,2024-05-22,10.1,None
Lacoba Hotel,395.0,2024-05-21,2024-05-22,4.9,2 km da praia
Athens Muses Suites,775.0,2024-05-21,2024-05-22,0.6,None
Neo Luxury Suite,667.0,2024-05-21,2024-05-22,250 m do centro,None
Spacious Double room in the Center of Athens,228.0,2024-05-21,2024-05-22,2.5,None
Feels Like Home 2,260.0,2024-05-21,2024-05-22,2,None
NOHO Boutique  premium living Dikeou 8,528.0,2024-05-21,2024-05-22,1.5,None
koukaki studio close to acropolis 100mbps,420.0,2024-05-21,2024-05-22,1.7,None
Tsakalof 10 View Central Apartment by SuperHost Hub,467.0,2024-05-21,2024-05-22,0.6,None
Four Seasons Hotel,333.0,2024-05-21,2024-05-22,12.7,Beira-mar
Phidias Hotel,533.0,2024-05-21,2024-05-22,1.3,None
Charming House in Central Athens,417.0,2024-05-21,2024-05-22,1.2,None
Menelaou Cozy Apartment,185.0,2024-05-21,2024-05-22,3.2,None
Egaleo Relax Apartment,245.0,2024-05-21,2024-05-22,4.5,None
Acropolis TownHouseCo Suites,595.0,2024-05-21,2024-05-22,1.1,None
Nefeli Hotel,639.0,2024-05-21,2024-05-22,400 m do centro,None
Downtown Athens Studio,170.0,2024-05-21,2024-05-22,1,None
Athens Gem,500.0,2024-05-21,2024-05-22,1.4,None
West Comfort - near Agia Marina metro,475.0,2024-05-21,2024-05-22,7.1,None
Central Mini & full renovated Studio @ Syntagma,200.0,2024-05-21,2024-05-22,0.6,None
ANhome K11 serviced apartments Plus,289.0,2024-05-21,2024-05-22,4.5,None
Omonoia Cozy Apartment Athens,312.0,2024-05-21,2024-05-22,1.2,None
Modern apartment with a huge terrace,194.0,2024-05-21,2024-05-22,2.6,None
Welcommon Hostel,100.0,2024-05-21,2024-05-22,1.2,None
Loft Apt with Acropolis View,243.0,2024-05-21,2024-05-22,3,None
One Three One - In the Heart of Athens,650.0,2024-05-21,2024-05-22,1.2,None
Athens City Center Apartment,750.0,2024-05-21,2024-05-22,450 m do centro,None
Azur Suites,639.0,2024-05-21,2024-05-22,12.3,300
Alma,145.0,2024-05-21,2024-05-22,1.2,None
Cute Nikis Apartment vipgreece,264.0,2024-05-21,2024-05-22,1.3,None
Orpheus Hotel,244.0,2024-05-21,2024-05-22,1.3,None
Athens central train st. flat for 4 pers by MPS,260.0,2024-05-21,2024-05-22,1.8,None
Jason Inn,917.0,2024-05-21,2024-05-22,1.3,None
Athens center 1 bedrm 4 pers apartment,220.0,2024-05-21,2024-05-22,1.5,None
Athens' Secret Jewel,460.0,2024-05-21,2024-05-22,1.3,None
Athens Market Portrait,885.0,2024-05-21,2024-05-22,0.9,None
Diethnes Hotel,350.0,2024-05-21,2024-05-22,2.3,None
Pergamos Hotel,250.0,2024-05-21,2024-05-22,1.6,None
Karma Athens II,765.0,2024-05-21,2024-05-22,450 m do centro,None
Palace Hotel Glyfada,533.0,2024-05-21,2024-05-22,11.2,Beira-mar
Nicola Hotel,336.0,2024-05-21,2024-05-22,2.5,None
Dogpound Athens,524.0,2024-05-21,2024-05-22,0.7,None
Luxury apartment close to the Acropolis,279.0,2024-05-21,2024-05-22,2,None
Athens by foot: Perfect flat with terrace,250.0,2024-05-21,2024-05-22,1.3,None
Ivis 4 Boutique Hotel,1.6,2024-05-21,2024-05-22,1.1,None
Studio Acropolis,469.0,2024-05-21,2024-05-22,0.9,None
Aegli Hotel,306.0,2024-05-21,2024-05-22,6.9,None
Best Private Rooms in apartment in safe area,139.0,2024-05-21,2024-05-22,1.6,None
Ares Athens Hotel,445.0,2024-05-21,2024-05-22,1.1,None
Hotel Katerina,833.0,2024-05-21,2024-05-22,1.6,None
Dionysos Apartment in Central Athens,375.0,2024-05-21,2024-05-22,1.1,None
Phaedrus Living: Cozy Flat Koukaki,367.0,2024-05-21,2024-05-22,1.8,None
Rivitel Marousi Apartments,361.0,2024-05-21,2024-05-22,7.8,None
Birds Nest,194.0,2024-05-21,2024-05-22,1.4,None
Urban Frame Acropolis,925.0,2024-05-21,2024-05-22,1.2,None
Stylish Living-Avra,500.0,2024-05-21,2024-05-22,300 m do centro,None
Lovely and spacious apartment,331.0,2024-05-21,2024-05-22,1.3,None
Mithimnis,194.0,2024-05-21,2024-05-22,3,None
Astor Hotel,1.467,2024-05-21,2024-05-22,250 m do centro,None
Monastiraki Urban Studio,642.0,2024-05-21,2024-05-22,0.9,None
Hotel Priamos-Αdults Only,417.0,2024-05-21,2024-05-22,0.8,None
athens oasis,333.0,2024-05-21,2024-05-22,1.6,None
Gazi new apartment,167.0,2024-05-21,2024-05-22,2.4,None
Phaedrus Living City Center Luxury Flat Kolonaki,333.0,2024-05-21,2024-05-22,0.9,None
Cosy Apartment in Athens Center,716.0,2024-05-21,2024-05-22,2,None
Elegant Apartment,316.0,2024-05-21,2024-05-22,1.9,None
The Charming Studio (4' Panormou metro station),225.0,2024-05-21,2024-05-22,3.4,None
Private Rooms Athens,289.0,2024-05-21,2024-05-22,1.5,None
Athenian center apartments,500.0,2024-05-21,2024-05-22,2,None
Athens Feeling,764.0,2024-05-21,2024-05-22,1,None
Day in Athens 2,445.0,2024-05-21,2024-05-22,0.5,None
Modern Exarchia Apartment,196.0,2024-05-21,2024-05-22,1.5,None
Classic Hotel by Athens Prime Hotels,1.206,2024-05-21,2024-05-22,450 m do centro,None
Zen Hotel,396.0,2024-05-21,2024-05-22,8,Beira-mar
Hotel Cybele Pefki,272.0,2024-05-21,2024-05-22,10.7,None
Phaedrus Living: The Nine Muses Erato,267.0,2024-05-21,2024-05-22,1.8,None
Mona Athens,1.528,2024-05-21,2024-05-22,0.8,None
Artistic Deco Apartment,490.0,2024-05-21,2024-05-22,500 m do centro,None
Apartment at Metaxourgio 1 bed 2 pers,220.0,2024-05-21,2024-05-22,1.3,None
Phaedrus Living: The Nine Muses Ourania,267.0,2024-05-21,2024-05-22,1.8,None
Royal Luxury Suite,722.0,2024-05-21,2024-05-22,250 m do centro,None
Modern apartment next to Acropolis,450.0,2024-05-21,2024-05-22,1.3,None
Super Central Apartment Downtown Exarcheia!,283.0,2024-05-21,2024-05-22,0.9,None
Athens Design Suites,880.0,2024-05-21,2024-05-22,0.8,None
K23 Color Suites,585.0,2024-05-21,2024-05-22,1.2,None
Siggrou apartment,400.0,2024-05-21,2024-05-22,1.4,None
Aiolos GLYFADA centre apartment 2,400.0,2024-05-21,2024-05-22,12.6,None
xenodocheio Milos,2.702,2024-05-21,2024-05-22,250 m do centro,None
Amazing Apartment Center Athens - VGP Properties EE,211.0,2024-05-21,2024-05-22,3.4,None
Island in the sky! Acropolis and city views!,511.0,2024-05-21,2024-05-22,1.8,None
Your lovely central home in buzzing Exarchia,328.0,2024-05-21,2024-05-22,1.2,None
Velvet Escapes: Noir,450.0,2024-05-21,2024-05-22,300 m do centro,None
Hermes urban apartment #1,391.0,2024-05-21,2024-05-22,1,None
The Lekka Hotel & Spa,1.583,2024-05-21,2024-05-22,350 m do centro,None
Hotel Byron,825.0,2024-05-21,2024-05-22,0.7,None
Miramare Hotel,211.0,2024-05-21,2024-05-22,14.3,Beira-mar
Egeos Lux Apartment vipgreece,222.0,2024-05-21,2024-05-22,2.8,None
•Budget travellers •Great location,328.0,2024-05-21,2024-05-22,2.7,None
Sweet and Comfy 2BD apartment next to metro and Archeological Museum,748.0,2024-05-21,2024-05-22,0.9,None
New Times Home & Hotels Near Metro Station Athens Center,585.0,2024-05-21,2024-05-22,2.1,None
Blue Sea Hotel Alimos,461.0,2024-05-21,2024-05-22,7.3,350
The Athenian Callirhoe Exclusive Hotel,1.111,2024-05-21,2024-05-22,1.2,None
Athens Downtown color Apartment,443.0,2024-05-21,2024-05-22,1,None
Panathenaic Stadium By Greece Apartments,507.0,2024-05-21,2024-05-22,0.8,None
Plano Athens,578.0,2024-05-21,2024-05-22,1,None
WHITE LUX APARTMENT FOR 2 vipgreece,194.0,2024-05-21,2024-05-22,1.3,None
Bright quiet and green in Athens - Vironas,189.0,2024-05-21,2024-05-22,2.3,None
Dynasta Central Suites,722.0,2024-05-21,2024-05-22,0.5,None
Brazil Hotel,333.0,2024-05-21,2024-05-22,2,None
Athens Iris Hotel,603.0,2024-05-21,2024-05-22,2.3,None
Mirada Hotel,611.0,2024-05-21,2024-05-22,11.9,Beira-mar
Bob W Akadimia Athens,760.0,2024-05-21,2024-05-22,0.9,None
A&N Athens Luxury Apartments - Akadimou,695.0,2024-05-21,2024-05-22,1.5,None
Lume Athens,762.0,2024-05-21,2024-05-22,1.5,None
Ambelokipoi place A',217.0,2024-05-21,2024-05-22,2.3,None
Cactus Luxury suite2,364.0,2024-05-21,2024-05-22,3.6,None
Larissa Railway &Metro station apartment,350.0,2024-05-21,2024-05-22,2.6,None
ACROPOLIS ViEW MIXED DORMITORIES 1 MINUTE BY THISSIO METRO STOP,495.0,2024-05-21,2024-05-22,1.2,None
Private room in a shared 2-bedroom apartment,150.0,2024-05-21,2024-05-22,2.6,None
Monastik Living in Athina,1.179,2024-05-21,2024-05-22,1.2,None
Plexi Space,695.0,2024-05-21,2024-05-22,2,None
Real City Karagiorgi,600.0,2024-05-21,2024-05-22,200 m do centro,None
Chloe Boutique Apartments Plaka,1.506,2024-05-21,2024-05-22,0.6,None
Athens Platinum Rooms and Suites,840.0,2024-05-21,2024-05-22,3.3,None
Metis Athens Suites,750.0,2024-05-21,2024-05-22,0.5,None
The Zillers Boutique Hotel,1.667,2024-05-21,2024-05-22,450 m do centro,None
Fairytale house,278.0,2024-05-21,2024-05-22,4.1,None
VISION OMONIA ATHENS,805.0,2024-05-21,2024-05-22,1.3,None
Americano,278.0,2024-05-21,2024-05-22,1.6,None
V36 Suites,810.0,2024-05-21,2024-05-22,300 m do centro,None
Snooze H,383.0,2024-05-21,2024-05-22,7,2 km da praia
limehome Athens Solonos,578.0,2024-05-21,2024-05-22,0.9,None
Nueva Upscale by Neuvel,389.0,2024-05-21,2024-05-22,0.8,None
Apartment in Athens,350.0,2024-05-21,2024-05-22,1.6,None
Acropolis Ami Boutique Hotel,928.0,2024-05-21,2024-05-22,1.3,None
3Sights Rooftop suite - Parthenon viewpoint,660.0,2024-05-21,2024-05-22,350 m do centro,None
Athenian Dream Studio,280.0,2024-05-21,2024-05-22,1.9,None
Sevalie Apt 4,180.0,2024-05-21,2024-05-22,2.3,None
Central Cozy Apartments in Plaka by UPSTREET,739.0,2024-05-21,2024-05-22,300 m do centro,None
ATHENS City Center Historical Area,439.0,2024-05-21,2024-05-22,1,None
EL GRECO bright airy penthouse in trendy Petralona,333.0,2024-05-21,2024-05-22,2.4,None
Elizabeth Hotel,462.0,2024-05-21,2024-05-22,3.1,None
Acropolis Flat,731.0,2024-05-21,2024-05-22,0.8,None
Exarchia Penthouse Studio,135.0,2024-05-21,2024-05-22,1.5,None
TONI'S 2BD Home in Centre 15 sec to Metro,375.0,2024-05-21,2024-05-22,1.1,None
Madison,611.0,2024-05-21,2024-05-22,3.9,None
City Lux2Modern Apartment next to Kerameikos Metro,260.0,2024-05-21,2024-05-22,2.3,None
ATHENIAN VIEW LOFT,700.0,2024-05-21,2024-05-22,2,None
Tivoli,211.0,2024-05-21,2024-05-22,8.4,None
Apartment near Acropolis,338.0,2024-05-21,2024-05-22,2.2,None
AH acropolis charming apartment,298.0,2024-05-21,2024-05-22,1.9,None
Furla Apartments Athens,600.0,2024-05-21,2024-05-22,0.9,None
Hypnos Inn Athens,874.0,2024-05-21,2024-05-22,1.8,None
Gazi Home,350.0,2024-05-21,2024-05-22,2.2,None
Agorakritou Magic Corner,306.0,2024-05-21,2024-05-22,2.5,None
Acropolis Magenta Luxury Suites,1.195,2024-05-21,2024-05-22,1.3,None
Parnis Palace,239.0,2024-05-21,2024-05-22,16.1,None
Luxury Apartments in Plaka by UPSTREET,778.0,2024-05-21,2024-05-22,0.5,None
Luxury Studio in the heart of Kolonaki,489.0,2024-05-21,2024-05-22,0.9,None
Chic rooftop studio w/ terrace - Near Acropolis,695.0,2024-05-21,2024-05-22,0.9,None
Alkima Athens Hotel,1.2,2024-05-21,2024-05-22,1.2,None
Brand New Luxurious Apartment in Kerameikos-Gazi (Athens Historical Center) Metro Station 'Kerameikos',412.0,2024-05-21,2024-05-22,1.9,None
Central studio in Monastiraki B,556.0,2024-05-21,2024-05-22,0.8,None
THISSIO ROOM IN THE APARTMEN SHARE,196.0,2024-05-21,2024-05-22,1.2,None
Athens Urban 2BD apartment next to metro,702.0,2024-05-21,2024-05-22,0.9,None
Acropolis View Only Ladies Hostel,139.0,2024-05-21,2024-05-22,0.5,None
Comfort aparment in Exarcheia,244.0,2024-05-21,2024-05-22,1.3,None
Syntagma cozy apartment,400.0,2024-05-21,2024-05-22,300 m do centro,None
Ava Hotel and Suites,1.495,2024-05-21,2024-05-22,0.7,None
athens.apartotel.3,550.0,2024-05-21,2024-05-22,1,None
Koukaki Urban Escape Apartment,340.0,2024-05-21,2024-05-22,2.1,None
The House οf Abunance near Downtown,216.0,2024-05-21,2024-05-22,1.9,None
Cybele Guest Accommodation,275.0,2024-05-21,2024-05-22,12.2,None
CENTRAL ATHENS APARTMENT,275.0,2024-05-21,2024-05-22,1.8,None
KYMA Apartments - Athens Acropolis 2,358.0,2024-05-21,2024-05-22,2,None
Hotel Chris,361.0,2024-05-21,2024-05-22,15.5,None
Parthenon Portrait Apartments,467.0,2024-05-21,2024-05-22,1.1,None
Luxury Living-Suite 5,475.0,2024-05-21,2024-05-22,0.6,None
Acropolis museum the amazing studio,338.0,2024-05-21,2024-05-22,2.1,None
Radiant Apt in Athens centre,335.0,2024-05-21,2024-05-22,2.3,None
Alkistis Luxury Apartment,533.0,2024-05-21,2024-05-22,1.6,None
Dimosthenis_Loft1,385.0,2024-05-21,2024-05-22,1.7,None
Maria's Home,361.0,2024-05-21,2024-05-22,3.5,None
Athens coast hotel,722.0,2024-05-21,2024-05-22,12.6,500
Chill in condo next Kalimarmaro!,311.0,2024-05-21,2024-05-22,0.9,None
WSD Spintharou New Cozy 3BD Apartment with Balcony City View,302.0,2024-05-21,2024-05-22,1.8,None
DWELL - Elegant City Stay,1.139,2024-05-21,2024-05-22,250 m do centro,None
